Time_s,Missile_Class,Flight_Phase,Altitude_m,Altitude_km,Range_m,Range_km,Speed_ms,Speed_kmh,Absolute_Velocity_ms,Vx_ms,Vy_ms,Ax_ms2,Ay_ms2,Total_Acceleration_ms2,Mach_Number,G_Load,Dynamic_Pressure_Pa,Dynamic_Pressure_kPa,Thrust_N,Thrust_kN,Drag_Force_N,Mass_kg,Kinetic_Energy_J,Kinetic_Energy_MJ
0.0,Agni_Class,BOOST,0.0,0.0,0.0,0.0,4800.0,17280.0,4800.0,997.9761,4695.1085,-28.8707,-145.6359,148.47,14.1176,14.155,14112000.0,14112.0,900000.0,900.0,4788088.8,28000.0,322560000000.0,322560.0
0.5,Agni_Class,BOOST,2311.15,2.3111,491.77,0.4918,4725.7721,17012.7797,4725.7721,983.5408,4622.2905,-19.7101,-102.4068,104.2864,15.0124,9.6505,10422387.6,10422.3876,900000.0,900.0,3536232.8,27846.15,310942995231.16,310942.9952
1.0,Agni_Class,BOOST,4596.69,4.5967,978.61,0.9786,4673.639,16825.1003,4673.639,973.6857,4571.0871,-13.1282,-71.3745,72.5719,16.0221,6.4168,7790326.17,7790.3262,900000.0,900.0,2643195.4,27692.31,302440172532.67,302440.1725
1.5,Agni_Class,BOOST,6864.39,6.8644,1462.17,1.4622,4637.3674,16694.5225,4637.3674,967.1216,4535.3999,-8.2978,-48.6212,49.3241,17.1461,4.0457,5873860.99,5873.861,900000.0,900.0,1992954.08,27538.46,296109731553.11,296109.7316
2.0,Agni_Class,BOOST,9119.93,9.1199,1943.66,1.9437,4612.7262,16605.8143,4612.7262,962.9727,4511.0893,-4.6955,-31.6692,32.0154,18.3867,2.2791,4457100.37,4457.1004,900000.0,900.0,1512258.53,27384.62,291334555651.94,291334.5557
2.5,Agni_Class,BOOST,11367.56,11.3676,2423.97,2.424,4596.7505,16548.3017,4596.7505,960.6249,4495.2547,-1.9758,-18.883,18.9861,19.7485,0.9465,3397815.93,3397.8159,900000.0,900.0,1152851.79,27230.77,287694643075.33,287694.6431
3.0,Agni_Class,BOOST,13610.47,13.6105,2903.79,2.9038,4587.3111,16514.3201,4587.3111,959.6371,4485.8132,0.0977,-9.1451,9.1456,21.2379,0.0685,2599061.18,2599.0612,900000.0,900.0,881840.68,27076.92,284895578331.12,284895.5783
3.5,Agni_Class,BOOST,15851.09,15.8511,3383.63,3.3836,4582.8501,16498.2603,4582.8501,959.6859,4481.2407,1.6908,-1.6704,2.3768,22.8626,0.8474,1992922.2,1992.9222,900000.0,900.0,676182.57,26923.08,282726161602.92,282726.1616
4.0,Agni_Class,BOOST,18091.29,18.0913,3863.9,3.8639,4582.2105,16495.9579,4582.2105,960.5313,4480.4054,2.923,4.105,5.0394,24.6317,1.4494,1530768.08,1530.7681,900000.0,900.0,519377.37,26769.23,281032129575.04,281032.1296
4.5,Agni_Class,BOOST,20332.52,20.3325,4344.9,4.3449,4584.5239,16504.2861,4584.5239,961.9928,4482.458,3.8817,8.5938,9.4298,25.4696,1.9173,1177160.4,1177.1604,900000.0,900.0,399401.11,26615.38,279699208456.17,279699.2085
5.0,Agni_Class,BOOST,22575.9,22.5759,4826.86,4.8269,4589.1325,16520.877,4589.1325,963.9337,4486.7549,4.6316,12.1018,12.9579,25.4952,2.283,905912.85,905.9128,900000.0,900.0,307368.99,26461.54,278641815539.73,278641.8155
5.5,Agni_Class,BOOST,24822.3,24.8223,5309.99,5.31,4595.535,16543.9259,4595.535,966.2495,4492.8058,5.2214,14.8588,15.7495,25.5307,2.5704,697462.49,697.4625,900000.0,900.0,236643.45,26307.69,277795309975.87,277795.31
6.0,Agni_Class,BOOST,27072.42,27.0724,5794.42,5.7944,4603.3473,16572.0504,4603.3473,968.8602,4500.2352,5.6882,17.0385,17.9629,25.5742,2.7976,537068.75,537.0688,900000.0,900.0,182223.13,26153.85,277110548581.13,277110.5486
6.5,Agni_Class,BOOST,29326.79,29.3268,6280.27,6.2803,4612.2745,16604.188,4612.2745,971.7043,4508.7544,6.06,18.7734,19.7272,25.6237,2.9785,413550.67,413.5507,900000.0,900.0,140314.44,26000.0,276549983107.99,276549.9831
7.0,Agni_Class,BOOST,31585.87,31.5859,6767.64,6.7676,4622.0889,16639.5201,4622.0889,974.7343,4518.1411,6.3584,20.1649,21.1437,25.6783,3.1235,318384.04,318.384,900000.0,900.0,108025.16,25846.15,276084815293.98,276084.8153
7.5,Agni_Class,BOOST,33849.98,33.85,7256.59,7.2566,4632.6152,16677.4147,4632.6152,977.9135,4528.2236,6.6,21.2913,22.2908,25.7368,3.241,245044.99,245.045,900000.0,900.0,83141.81,25692.31,275692894335.9,275692.8943
8.0,Agni_Class,BOOST,36119.41,36.1194,7747.2,7.7472,4643.7177,16717.3836,4643.7177,981.2135,4538.8692,6.7978,22.2127,23.2296,25.7984,3.337,188526.19,188.5262,900000.0,900.0,63965.43,25538.46,275357145687.25,275357.1457
8.5,Agni_Class,BOOST,38394.4,38.3944,8239.51,8.2395,4655.2916,16759.0496,4655.2916,984.6124,4549.9756,6.9616,22.9759,24.0074,25.8627,3.4166,144976.24,144.9762,900000.0,900.0,49189.28,25384.62,275064386439.58,275064.3864
9.0,Agni_Class,BOOST,40675.13,40.6751,8733.55,8.7336,4667.2559,16802.1213,4667.2559,988.0931,4561.4635,7.0991,23.6168,24.6607,25.9292,3.4834,111428.37,111.4284,900000.0,900.0,37806.76,25230.77,274804425892.2,274804.4259
9.5,Agni_Class,BOOST,42961.77,42.9618,9229.37,9.2294,4679.5482,16846.3735,4679.5482,991.6427,4573.2719,7.2164,24.1635,25.2181,25.9975,3.5404,85594.97,85.595,900000.0,900.0,29041.69,25076.92,274569378916.54,274569.3789
10.0,Agni_Class,BOOST,45254.44,45.2544,9727.0,9.727,4692.1203,16891.633,4692.1203,995.2509,4585.3537,7.3182,24.6378,25.7017,26.0673,3.5899,65710.97,65.711,900000.0,900.0,22295.21,24923.08,274353139568.82,274353.1396
10.5,Agni_Class,BOOST,47553.28,47.5533,10226.46,10.2265,4704.9351,16937.7663,4704.9351,998.91,4597.6726,7.4079,25.0566,26.1287,26.1385,3.6335,50414.02,50.414,900000.0,900.0,17105.07,24769.23,274150976271.42,274150.9763
11.0,Agni_Class,BOOST,49858.38,49.8584,10727.76,10.7278,4717.9642,16984.6713,4717.9642,1002.614,4610.2008,7.4886,25.4329,26.5125,26.2109,3.6728,38652.52,38.6525,900000.0,900.0,13114.49,24615.38,273959219754.85,273959.2198
11.5,Agni_Class,BOOST,52169.84,52.1698,11230.94,11.2309,4731.186,17032.2697,4731.186,1006.3583,4622.9173,7.5622,25.7771,26.8634,26.2844,3.7086,29614.75,29.6148,900000.0,900.0,10048.05,24461.54,273775022096.92,273775.0221
12.0,Agni_Class,BOOST,54487.74,54.4877,11736.01,11.736,4744.584,17080.5024,4744.584,1010.1394,4635.8058,7.6306,26.097,27.1897,26.3588,3.742,22674.34,22.6743,900000.0,900.0,7693.22,24307.69,273596170441.08,273596.1704
12.5,Agni_Class,BOOST,56812.17,56.8122,12242.99,12.243,4758.1457,17129.3246,4758.1457,1013.9547,4648.8543,7.6951,26.3988,27.4975,26.4341,3.7734,17348.06,17.3481,900000.0,900.0,5886.06,24153.85,273420942874.65,273420.9429
13.0,Agni_Class,BOOST,59143.2,59.1432,12751.89,12.7519,4771.8619,17178.703,4771.8619,1017.8022,4662.0537,7.7567,26.6873,27.7917,26.5103,3.8035,13263.28,13.2633,900000.0,900.0,4500.12,24000.0,273247996874.35,273247.9969
13.5,Agni_Class,BOOST,61480.89,61.4809,13262.73,13.2627,4785.7259,17228.6131,4785.7259,1021.6806,4675.3974,7.8162,26.9663,28.0763,26.5874,3.8326,10132.8,10.1328,900000.0,900.0,3437.98,23846.15,273076282941.84,273076.2829
14.0,Agni_Class,BOOST,63825.34,63.8253,13775.52,13.7755,4799.7326,17279.0374,4799.7326,1025.5887,4688.8806,7.8743,27.2387,28.354,26.6652,3.861,7735.39,7.7354,900000.0,900.0,2624.56,23692.31,272904977740.05,272904.9777
14.5,Agni_Class,BOOST,66176.59,66.1766,14290.29,14.2903,4813.8788,17329.9636,4813.8788,1029.5258,4702.4999,7.9314,27.5067,28.6273,26.7438,3.8889,5900.72,5.9007,900000.0,900.0,2002.07,23538.46,272733432333.73,272733.4323
15.0,Agni_Class,BOOST,68534.71,68.5347,14807.03,14.807,4828.1621,17381.3836,4828.1621,1033.4915,4716.2533,7.9879,27.7721,28.898,26.8231,3.9166,4497.73,4.4977,900000.0,900.0,1526.04,23384.62,272561132131.93,272561.1321
15.5,Agni_Class,BOOST,70899.78,70.8998,15325.78,15.3258,4842.5813,17433.2927,4842.5813,1037.4854,4730.1393,8.0441,28.0363,29.1674,26.9032,3.9441,3425.66,3.4257,900000.0,900.0,1162.3,23230.77,272387665896.68,272387.6659
16.0,Agni_Class,BOOST,73271.86,73.2719,15846.53,15.8465,4857.1357,17485.6886,4857.1357,1041.5075,4744.1574,8.1003,28.3003,29.4368,26.9841,3.9716,2607.07,2.6071,900000.0,900.0,884.56,23076.92,272212701774.91,272212.7018
16.5,Agni_Class,BOOST,75651.01,75.651,16369.31,16.3693,4871.8253,17538.5711,4871.8253,1045.5577,4758.3076,8.1567,28.5651,29.7069,27.0657,3.9992,1982.52,1.9825,900000.0,900.0,672.65,22923.08,272035968769.6,272035.9688
17.0,Agni_Class,BOOST,78037.31,78.0373,16894.13,16.8941,4886.6504,17591.9415,4886.6504,1049.636,4772.5901,8.2133,28.8313,29.9784,27.1481,4.027,1506.37,1.5064,900000.0,900.0,511.1,22769.23,271857242421.82,271857.2424
17.5,Agni_Class,BOOST,80430.81,80.4308,17421.0,17.421,4901.6118,17645.8025,4901.6118,1053.7427,4787.0058,8.2703,29.0995,30.252,27.2312,4.0549,1143.65,1.1437,900000.0,900.0,388.03,22615.38,271676333751.12,271676.3338
18.0,Agni_Class,BOOST,82831.59,82.8316,17949.94,17.9499,4916.7104,17700.1575,4916.7104,1057.8779,4801.5556,8.3279,29.3701,30.528,27.3151,4.0831,867.57,0.8676,900000.0,900.0,294.36,22461.54,271493080716.07,271493.0807
18.5,Agni_Class,BOOST,85239.71,85.2397,18480.96,18.481,4931.9475,17755.0111,4931.9475,1062.0418,4816.2406,8.386,29.6434,30.8068,27.3997,4.1116,657.58,0.6576,900000.0,900.0,223.11,22307.69,271307341622.65,271307.3416
19.0,Agni_Class,BOOST,87655.24,87.6552,19014.07,19.0141,4947.3245,17810.3683,4947.3245,1066.2348,4831.0623,8.4448,29.9198,31.0887,27.4851,4.1404,498.01,0.498,900000.0,900.0,168.97,22153.85,271118990037.32,271118.99
19.5,Agni_Class,BOOST,90078.25,90.0783,19549.3,19.5493,4962.8429,17866.2346,4962.8429,1070.4572,4846.0222,8.5042,30.1995,31.374,27.5713,4.1695,376.84,0.3768,900000.0,900.0,127.86,22000.0,270927910861.62,270927.9109
20.0,Agni_Class,BOOST,92508.81,92.5088,20086.66,20.0867,4978.5045,17922.6161,4978.5045,1074.7093,4861.122,8.5644,30.4826,31.6629,27.6584,4.1991,284.91,0.2849,900000.0,900.0,96.67,21846.15,270733997302.59,270733.9973
20.5,Agni_Class,BOOST,94946.99,94.947,20626.15,20.6262,4994.3109,17979.5192,4994.3109,1078.9915,4876.3633,8.6254,30.7694,31.9555,27.7462,4.2289,215.22,0.2152,900000.0,900.0,73.02,21692.31,270537148533.8,270537.1485
21.0,Agni_Class,BOOST,97392.87,97.3929,21167.81,21.1678,5010.2641,18036.9507,5010.2641,1083.3042,4891.748,8.6872,31.0601,32.2521,27.8348,4.2592,162.44,0.1624,900000.0,900.0,55.11,21538.46,270337267888.09,270337.2679
21.5,Agni_Class,BOOST,99846.51,99.8465,21711.63,21.7116,5026.366,18094.9177,5026.366,1087.6478,4907.278,8.7498,31.3547,32.5527,27.9243,4.2899,122.49,0.1225,900000.0,900.0,41.56,21384.62,270134261459.45,270134.2615
22.0,Agni_Class,BOOST,102307.99,102.308,22257.64,22.2576,5042.6187,18153.4274,5042.6187,1092.0227,4922.9554,8.8133,31.6535,32.8576,28.0145,4.3211,92.29,0.0923,900000.0,900.0,31.31,21230.77,269928037019.32,269928.037
22.5,Agni_Class,BOOST,104777.38,104.7774,22805.86,22.8059,5059.0243,18212.4874,5059.0243,1096.4294,4938.7822,8.8777,31.9565,33.1668,28.1057,4.3527,69.47,0.0695,900000.0,900.0,23.57,21076.92,269718503174.31,269718.5032
23.0,Agni_Class,BOOST,107254.76,107.2548,23356.29,23.3563,5075.5849,18272.1055,5075.5849,1100.8682,4954.7604,8.9431,32.2639,33.4804,28.1977,4.3847,52.25,0.0522,900000.0,900.0,17.73,20923.08,269505568708.98,269505.5687
23.5,Agni_Class,BOOST,109740.2,109.7402,23908.96,23.909,5092.3027,18332.2898,5092.3027,1105.3398,4970.8924,9.0094,32.5758,33.7987,28.2906,4.4172,39.26,0.0393,900000.0,900.0,13.32,20769.23,269289142070.29,269289.1421
24.0,Agni_Class,BOOST,112233.79,112.2338,24463.88,24.4639,5109.1801,18393.0485,5109.1801,1109.8445,4987.1803,9.0766,32.8922,34.1216,28.3843,4.4502,29.47,0.0295,900000.0,900.0,10.0,20615.38,269069130960.39,269069.131
24.5,Agni_Class,BOOST,114735.61,114.7356,25021.07,25.0211,5126.2195,18454.39,5126.2195,1114.3828,5003.6264,9.1449,33.2134,34.4494,28.479,4.4836,22.1,0.0221,900000.0,900.0,7.5,20461.54,268845442011.82,268845.442
25.0,Agni_Class,BOOST,117245.72,117.2457,25580.55,25.5806,5143.4231,18516.3231,5143.4231,1118.9552,5020.2331,9.2142,33.5395,34.7821,28.5746,4.5176,16.56,0.0166,900000.0,900.0,5.62,20307.69,268617980525.64,268617.9805
25.5,Agni_Class,BOOST,119764.22,119.7642,26142.33,26.1423,5160.7935,18578.8567,5160.7935,1123.5623,5037.0028,9.2846,33.8704,35.1199,28.6711,4.5521,12.4,0.0124,900000.0,900.0,4.21,20153.85,268386650256.97,268386.6503
26.0,Agni_Class,BOOST,122291.19,122.2912,26706.43,26.7064,5178.3333,18641.9997,5178.3333,1128.2046,5053.938,9.356,34.2065,35.4629,28.7685,4.5871,9.27,0.0093,900000.0,900.0,3.15,20000.0,268151353236.44,268151.3532
26.5,Agni_Class,BOOST,124826.71,124.8267,27272.88,27.2729,5196.0449,18705.7617,5196.0449,1132.8826,5071.0413,9.4285,34.5477,35.8112,28.8669,4.6227,6.93,0.0069,900000.0,900.0,2.35,19846.15,267911989618.5,267911.9896
27.0,Agni_Class,BOOST,127370.87,127.3709,27841.67,27.8417,5213.9311,18770.152,5213.9311,1137.5969,5088.3151,9.5022,34.8943,36.165,28.9663,4.6588,5.17,0.0052,900000.0,900.0,1.75,19692.31,267668457549.66,267668.4575
27.5,Agni_Class,BOOST,129923.75,129.9238,28412.85,28.4128,5231.9946,18835.1806,5231.9946,1142.348,5105.7623,9.577,35.2463,36.5243,29.0666,4.6955,3.86,0.0039,900000.0,900.0,1.31,19538.46,267420653051.42,267420.6531
28.0,Agni_Class,BOOST,132485.45,132.4854,28986.42,28.9864,5250.2382,18900.8574,5250.2382,1147.1365,5123.3855,9.653,35.6039,36.8893,29.168,4.7328,2.87,0.0029,900000.0,900.0,0.97,19384.62,267168469913.67,267168.4699
28.5,Agni_Class,BOOST,135056.04,135.056,29562.4,29.5624,5268.6646,18967.1927,5268.6646,1151.963,5141.1875,9.7303,35.9673,37.2602,29.2704,4.7706,2.14,0.0021,900000.0,900.0,0.73,19230.77,266911799595.55,266911.7996
29.0,Agni_Class,BOOST,137635.62,137.6356,30140.81,30.1408,5287.277,19034.197,5287.277,1156.8281,5159.1711,9.8087,36.3365,37.6371,29.3738,4.8091,1.59,0.0016,900000.0,900.0,0.54,19076.92,266650531131.24,266650.5311
29.5,Agni_Class,BOOST,140224.29,140.2243,30721.68,30.7217,5306.0781,19101.8811,5306.0781,1161.7325,5177.3393,9.8885,36.7116,38.0201,29.4782,4.8482,1.18,0.0012,900000.0,900.0,0.4,18923.08,266384551038.8,266384.551
30.0,Agni_Class,BOOST,142822.14,142.8221,31305.02,31.305,5325.0711,19170.256,5325.0711,1166.6767,5195.6951,9.9695,37.093,38.4094,29.5837,4.888,0.88,0.0009,900000.0,900.0,0.3,18769.23,266113743230.68,266113.7432
30.5,Agni_Class,BOOST,145429.26,145.4293,31890.85,31.8908,5344.2592,19239.3331,5344.2592,1171.6615,5214.2416,10.0519,37.4806,38.8051,29.6903,4.9283,0.65,0.0006,900000.0,900.0,0.22,18615.38,265837988924.57,265837.9889
31.0,Agni_Class,BOOST,148045.75,148.0458,32479.19,32.4792,5363.6455,19309.1238,5363.6455,1176.6875,5232.9819,10.1357,37.8747,39.2075,29.798,4.9694,0.48,0.0005,900000.0,900.0,0.16,18461.54,265557166553.85,265557.1666
31.5,Agni_Class,BOOST,150671.71,150.6717,33070.07,33.0701,5383.2334,19379.6401,5383.2334,1181.7553,5251.9193,10.2209,38.2754,39.6166,29.9069,5.0112,0.36,0.0004,900000.0,900.0,0.12,18307.69,265271151676.87,265271.1517
32.0,Agni_Class,BOOST,153307.24,153.3072,33663.5,33.6635,5403.0262,19450.8942,5403.0262,1186.8657,5271.057,10.3075,38.6829,40.0326,30.0168,5.0536,0.26,0.0003,900000.0,900.0,0.09,18153.85,264979816884.3,264979.8169
32.5,Agni_Class,BOOST,155952.44,155.9524,34259.51,34.2595,5423.0274,19522.8985,5423.0274,1192.0195,5290.3984,10.3956,39.0974,40.4558,30.1279,5.0968,0.19,0.0002,900000.0,900.0,0.07,18000.0,264683031704.35,264683.0317
33.0,Agni_Class,BOOST,158607.41,158.6074,34858.12,34.8581,5443.2405,19595.6659,5443.2405,1197.2173,5309.9471,10.4852,39.519,40.8863,30.2402,5.1408,0.14,0.0001,900000.0,900.0,0.05,17846.15,264380662505.2,264380.6625
33.5,Agni_Class,BOOST,161272.27,161.2723,35459.35,35.4594,5463.6693,19669.2094,5463.6693,1202.4599,5329.7066,10.5764,39.9479,41.3243,30.3537,5.1855,0.11,0.0001,900000.0,900.0,0.04,17692.31,264072572394.32,264072.5724
34.0,Agni_Class,BOOST,163947.11,163.9471,36063.22,36.0632,5484.3174,19743.5427,5484.3174,1207.7481,5349.6806,10.6692,40.3844,41.77,30.4684,5.231,0.08,0.0001,900000.0,900.0,0.03,17538.46,263758621114.51,263758.6211
34.5,Agni_Class,BOOST,166632.04,166.632,36669.77,36.6698,5505.1887,19818.6795,5505.1887,1213.0826,5369.8728,10.7636,40.8286,42.2236,30.5844,5.2773,0.06,0.0001,900000.0,900.0,0.02,17384.62,263438664936.13,263438.6649
35.0,Agni_Class,BOOST,169327.19,169.3272,37279.0,37.279,5526.2872,19894.634,5526.2872,1218.4644,5390.2871,10.8597,41.2807,42.6853,30.7016,5.3244,0.04,0.0,900000.0,900.0,0.01,17230.77,263112556545.45,263112.5565
35.5,Agni_Class,BOOST,172032.65,172.0327,37890.94,37.8909,5547.6169,19971.4208,5547.6169,1223.8943,5410.9274,10.9575,41.741,43.1553,30.8201,5.3723,0.03,0.0,900000.0,900.0,0.01,17076.92,262780144928.71,262780.1449
36.0,Agni_Class,BOOST,174748.55,174.7486,38505.63,38.5056,5569.1819,20049.0549,5569.1819,1229.373,5431.798,11.0571,42.2097,43.6339,30.9399,5.4212,0.02,0.0,900000.0,900.0,0.01,16923.08,262441275251.68,262441.2753
36.5,Agni_Class,BOOST,177475.0,177.475,39123.08,39.1231,5590.9866,20127.5516,5590.9866,1234.9016,5452.9028,11.1586,42.6869,44.1213,31.061,5.4709,0.02,0.0,900000.0,900.0,0.01,16769.23,262095788734.47,262095.7887
37.0,Agni_Class,BOOST,180212.13,180.2121,39743.32,39.7433,5613.0353,20206.9269,5613.0353,1240.4809,5474.2462,11.2619,43.173,44.6177,31.1835,5.5216,0.01,0.0,900000.0,900.0,0.0,16615.38,261743522521.23,261743.5225
37.5,Agni_Class,BOOST,182960.04,182.96,40366.38,40.3664,5635.3325,20287.1969,5635.3325,1246.1118,5495.8327,11.3671,43.6682,45.1234,31.3074,5.5732,0.01,0.0,900000.0,900.0,0.0,16461.54,261384309544.64,261384.3095
38.0,Agni_Class,BOOST,185718.87,185.7189,40992.28,40.9923,5657.8829,20368.3784,5657.8829,1251.7954,5517.6668,11.4744,44.1727,45.6386,31.4327,5.6258,0.01,0.0,900000.0,900.0,0.0,16307.69,261017978384.72,261017.9784
38.5,Agni_Class,BOOST,188488.75,188.4888,41621.04,41.621,5680.6913,20450.4886,5680.6913,1257.5326,5539.7532,11.5837,44.6868,46.1637,31.5594,5.6793,0.0,0.0,900000.0,900.0,0.0,16153.85,260644353121.68,260644.3531
39.0,Agni_Class,BOOST,191269.8,191.2698,42252.7,42.2527,5703.7625,20533.545,5703.7625,1263.3244,5562.0966,11.695,45.2108,46.6989,31.6876,5.7339,0.0,0.0,900000.0,900.0,0.0,16000.0,260263253182.67,260263.2532
39.5,Agni_Class,BOOST,194062.15,194.0622,42887.29,42.8873,5727.1017,20617.5659,5727.1017,1269.1719,5584.702,11.8086,45.745,47.2445,31.8172,5.7896,0.0,0.0,900000.0,900.0,0.0,15846.15,259874493181.88,259874.4932
40.0,Agni_Class,BOOST,196865.94,196.8659,43524.83,43.5248,5750.7139,20702.5701,5750.7139,1275.0762,5607.5745,11.9243,46.2896,47.8008,31.9484,5.8464,0.0,0.0,900000.0,900.0,0.0,15692.31,259477882753.76,259477.8828
40.5,Agni_Class,BOOST,199681.3,199.6813,44165.35,44.1653,5774.6046,20788.5767,5774.6046,1281.0384,5630.7193,12.0424,46.8451,48.3682,32.0811,5.9043,0.0,0.0,900000.0,900.0,0.0,15538.46,259073226378.97,259073.2264
41.0,Agni_Class,BOOST,202508.37,202.5084,44808.88,44.8089,5798.7794,20875.6057,5798.7794,1287.0596,5654.1418,12.1628,47.4116,48.9469,32.2154,5.9633,0.0,0.0,900000.0,900.0,0.0,15384.62,258660323202.65,258660.3232
41.5,Agni_Class,BOOST,205347.29,205.3473,45455.45,45.4554,5823.2437,20963.6774,5823.2437,1293.141,5677.8476,12.2857,47.9896,49.5373,32.3514,6.0235,0.0,0.0,900000.0,900.0,0.0,15230.77,258238966844.59,258238.9668
42.0,Agni_Class,BOOST,208198.21,208.1982,46105.09,46.1051,5848.0036,21052.8129,5848.0036,1299.2838,5701.8424,12.4111,48.5794,50.1398,32.4889,6.085,0.0,0.0,900000.0,900.0,0.0,15076.92,257808945200.91,257808.9452
42.5,Agni_Class,BOOST,211061.28,211.0613,46757.83,46.7578,5873.065,21143.0338,5873.065,1305.4894,5726.1322,12.539,49.1814,50.7546,32.6281,6.1477,0.0,0.0,900000.0,900.0,0.0,14923.08,257370040236.69,257370.0402
43.0,Agni_Class,BOOST,213936.64,213.9366,47413.71,47.4137,5898.4341,21234.3627,5898.4341,1311.7589,5750.7228,12.6696,49.7959,51.3824,32.7691,6.2118,0.0,0.0,900000.0,900.0,0.0,14769.23,256922027769.15,256922.0278
43.5,Agni_Class,BOOST,216824.45,216.8245,48072.76,48.0728,5924.1173,21326.8225,5924.1173,1318.0937,5775.6208,12.803,50.4233,52.0233,32.9118,6.2772,0.0,0.0,900000.0,900.0,0.0,14615.38,256464677240.72,256464.6772
44.0,Agni_Class,BOOST,219724.87,219.7249,48735.01,48.735,5950.1214,21420.4369,5950.1214,1324.4952,5800.8324,12.9392,51.0641,52.6779,33.0562,6.3439,0.0,0.0,900000.0,900.0,0.0,14461.54,255997751481.57,255997.7515
44.5,Agni_Class,BOOST,222638.05,222.638,49400.49,49.4005,5976.453,21515.2307,5976.453,1330.9648,5826.3645,13.0783,51.7186,53.3466,33.2025,6.4122,0.0,0.0,900000.0,900.0,0.0,14307.69,255521006460.89,255521.0065
45.0,Agni_Class,BOOST,225564.16,225.5642,50069.24,50.0692,6003.1192,21611.2291,6003.1192,1337.5039,5852.2238,13.2205,52.3874,54.0298,33.3507,6.4819,0.0,0.0,900000.0,900.0,0.0,14153.85,255034191026.3,255034.191
45.5,Agni_Class,BOOST,228503.37,228.5034,50741.3,50.7413,6030.1273,21708.4583,6030.1273,1344.1141,5878.4175,13.3658,53.0709,54.7281,33.5007,6.5531,0.0,0.0,900000.0,900.0,0.0,14000.0,254537046630.69,254537.0466
46.0,Agni_Class,BOOST,231455.85,231.4558,51416.7,51.4167,6057.4848,21806.9453,6057.4848,1350.797,5904.953,13.5143,53.7696,55.4419,33.6527,6.6259,0.0,0.0,900000.0,900.0,0.0,13846.15,254029307045.79,254029.307
46.5,Agni_Class,BOOST,234421.77,234.4218,52095.48,52.0955,6085.1995,21906.7181,6085.1995,1357.5542,5931.8378,13.6661,54.484,56.1718,33.8067,6.7003,0.0,0.0,900000.0,900.0,0.0,13692.31,253510698061.57,253510.6981
47.0,Agni_Class,BOOST,237401.31,237.4013,52777.67,52.7777,6113.2793,22007.8055,6113.2793,1364.3872,5959.0797,13.8214,55.2146,56.9182,33.9627,6.7765,0.0,0.0,900000.0,900.0,0.0,13538.46,252980937170.74,252980.9372
47.5,Agni_Class,BOOST,240394.65,240.3946,53463.32,53.4633,6141.7326,22110.2375,6141.7326,1371.2979,5986.687,13.9803,55.962,57.6818,34.1207,6.8544,0.0,0.0,900000.0,900.0,0.0,13384.62,252439733237.35,252439.7332
48.0,Agni_Class,BOOST,243401.98,243.402,54152.46,54.1525,6170.568,22214.0448,6170.568,1378.288,6014.668,14.1428,56.7268,58.4632,34.2809,6.9341,0.0,0.0,900000.0,900.0,0.0,13230.77,251886786148.53,251886.7861
48.5,Agni_Class,BOOST,246423.5,246.4235,54845.14,54.8451,6199.7943,22319.2596,6199.7943,1385.3595,6043.0314,14.3092,57.5096,59.263,34.4433,7.0157,0.0,0.0,900000.0,900.0,0.0,13076.92,251321786448.33,251321.7864
49.0,Agni_Class,BOOST,249459.39,249.4594,55541.4,55.5414,6229.4208,22425.9148,6229.4208,1392.5141,6071.7862,14.4796,58.311,60.0819,34.6079,7.0992,0.0,0.0,900000.0,900.0,0.0,12923.08,250744414952.52,250744.415
49.5,Agni_Class,BOOST,252509.86,252.5099,56241.28,56.2413,6259.4569,22534.0448,6259.4569,1399.7538,6100.9417,14.654,59.1317,60.9205,34.7748,7.1847,0.0,0.0,900000.0,900.0,0.0,12769.23,250154342343.12,250154.3423
50.0,Agni_Class,BOOST,255575.12,255.5751,56944.82,56.9448,6289.9125,22643.6851,6289.9125,1407.0809,6130.5076,14.8327,59.9725,61.7795,34.944,7.2723,0.0,0.0,900000.0,900.0,0.0,12615.38,249551228741.34,249551.2287
50.5,Agni_Class,BOOST,258655.36,258.6554,57652.06,57.6521,6320.7979,22754.8725,6320.7979,1414.4972,6160.4938,15.0158,60.834,62.6598,35.1155,7.3621,0.0,0.0,900000.0,900.0,0.0,12461.54,248934723257.58,248934.7233
51.0,Agni_Class,BOOST,261750.82,261.7508,58363.07,58.3631,6352.1237,22867.6453,6352.1237,1422.0051,6190.9108,15.2035,61.717,63.5621,35.2896,7.4541,0.0,0.0,900000.0,900.0,0.0,12307.69,248304463516.84,248304.4635
51.5,Agni_Class,BOOST,264861.7,264.8617,59077.87,59.0779,6383.9008,22982.0429,6383.9008,1429.6069,6221.7693,15.396,62.6224,64.4873,35.4661,7.5485,0.0,0.0,900000.0,900.0,0.0,12153.85,247660075158.07,247660.0752
52.0,Agni_Class,BOOST,267988.24,267.9882,59796.52,59.7965,6416.1407,23098.1066,6416.1407,1437.3049,6253.0806,15.5934,63.5511,65.4362,35.6452,7.6453,0.0,0.0,900000.0,900.0,0.0,12000.0,247001171305.48,247001.1713
